participant_id,participant_code,cohort_id,age_band,employment_status_at_entry,education_level_at_entry,referral_source,completion_status,enrollment_date,created_at,updated_at,is_active,data_source
137,PRT-136136136136136,363,18-19,Unemployed,Level 2,Job Centre,Completed,2023-09-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
138,PRT-137137137137137,747,16-17,Unemployed,No Qualifications,Partner Organisation,In Progress,2023-12-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
139,PRT-138138138138138,704,22-24,Unemployed,Level 2,Job Centre,Completed,2023-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
140,PRT-139139139139139,950,16-17,Student,No Qualifications,Partner Organisation,Completed,2024-07-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
141,PRT-140140140140140,901,18-19,Economically Inactive,No Qualifications,Job Centre,Completed,2024-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
142,PRT-141141141141141,947,20-21,Unemployed,Level 3+,Self-Referral,Completed,2024-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
143,PRT-142142142142142,423,20-21,Unemployed,Level 2,School/College,Completed,2024-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
144,PRT-143143143143143,970,20-21,Unemployed,Level 1,Partner Organisation,Completed,2025-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
145,PRT-144144144144144,910,20-21,Unemployed,Entry Level,Partner Organisation,In Progress,2023-07-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
146,PRT-145145145145145,952,16-17,Unemployed,Level 2,Other,In Progress,2025-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
147,PRT-146146146146146,1157,22-24,Unemployed,Level 3+,Local Authority,Early Leaver,2025-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
148,PRT-147147147147147,1110,18-19,Unemployed,No Qualifications,Local Authority,In Progress,2024-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
149,PRT-148148148148148,498,20-21,Unemployed,No Qualifications,Partner Organisation,In Progress,2024-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
150,PRT-149149149149149,780,18-19,Part-time Employed,Entry Level,Self-Referral,Completed,2025-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
151,PRT-150150150150150,12,25+,Unemployed,Level 1,Job Centre,Completed,2025-10-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
152,PRT-151151151151151,164,16-17,Unemployed,Level 1,School/College,Completed,2025-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
153,PRT-152152152152152,128,16-17,Unemployed,Entry Level,Other,Completed,2025-07-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
154,PRT-153153153153153,107,22-24,Part-time Employed,Entry Level,Job Centre,In Progress,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
155,PRT-154154154154154,104,18-19,Unemployed,Entry Level,School/College,In Progress,2024-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
156,PRT-155155155155155,1157,18-19,Unemployed,Level 1,Self-Referral,Completed,2025-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
157,PRT-156156156156156,315,18-19,Student,Level 1,Partner Organisation,Completed,2024-09-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
158,PRT-157157157157157,901,18-19,Student,Entry Level,Local Authority,Completed,2024-06-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
159,PRT-158158158158158,683,20-21,Economically Inactive,Entry Level,Self-Referral,In Progress,2024-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
160,PRT-159159159159159,992,18-19,Unemployed,Level 2,School/College,In Progress,2024-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
161,PRT-160160160160160,707,18-19,Economically Inactive,Entry Level,Self-Referral,Completed,2024-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
162,PRT-161161161161161,222,18-19,Unemployed,No Qualifications,Partner Organisation,Early Leaver,2024-07-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
163,PRT-162162162162162,376,18-19,Unemployed,Entry Level,Job Centre,Completed,2025-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
164,PRT-163163163163163,729,22-24,Unemployed,Level 2,Partner Organisation,Early Leaver,2024-01-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
165,PRT-164164164164164,821,16-17,Economically Inactive,Entry Level,Job Centre,Completed,2023-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
166,PRT-165165165165165,506,16-17,Unemployed,Entry Level,Self-Referral,Early Leaver,2024-07-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
167,PRT-166166166166166,426,18-19,Economically Inactive,Level 3+,Job Centre,Completed,2023-07-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
168,PRT-167167167167167,386,16-17,Economically Inactive,Level 1,Other,Completed,2023-01-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
169,PRT-168168168168168,996,22-24,Unemployed,Entry Level,Partner Organisation,Early Leaver,2024-10-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
170,PRT-169169169169169,810,22-24,Part-time Employed,No Qualifications,Partner Organisation,Completed,2025-04-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
171,PRT-170170170170170,752,20-21,Unemployed,Entry Level,Partner Organisation,Completed,2023-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
172,PRT-171171171171171,752,20-21,Student,Level 3+,Local Authority,Completed,2023-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
173,PRT-172172172172172,475,18-19,Unemployed,Level 3+,Job Centre,Early Leaver,2024-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
174,PRT-173173173173173,32,22-24,Economically Inactive,Entry Level,Local Authority,Completed,2025-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
175,PRT-174174174174174,829,18-19,Unemployed,Level 2,Job Centre,Completed,2024-01-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
176,PRT-175175175175175,58,18-19,Part-time Employed,Entry Level,Job Centre,In Progress,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
177,PRT-176176176176176,1038,16-17,Part-time Employed,Level 1,Job Centre,In Progress,2024-09-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
178,PRT-177177177177177,940,16-17,Economically Inactive,Entry Level,Self-Referral,In Progress,2025-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
179,PRT-178178178178178,96,16-17,Unemployed,Level 1,Self-Referral,Completed,2024-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
180,PRT-179179179179179,1034,22-24,Unemployed,No Qualifications,Job Centre,Completed,2025-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
181,PRT-180180180180180,1166,18-19,Unemployed,Level 1,Other,Completed,2024-03-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
182,PRT-181181181181181,530,18-19,Unemployed,No Qualifications,Job Centre,Early Leaver,2023-06-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
183,PRT-182182182182182,1065,20-21,Part-time Employed,Level 1,Job Centre,In Progress,2023-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
184,PRT-183183183183183,468,18-19,Unemployed,Level 2,School/College,Completed,2024-01-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
185,PRT-184184184184184,935,22-24,Student,Entry Level,Local Authority,Completed,2023-04-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
186,PRT-185185185185185,1121,18-19,Unemployed,No Qualifications,Self-Referral,Completed,2023-01-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
187,PRT-186186186186186,933,25+,Student,No Qualifications,Job Centre,Early Leaver,2023-01-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
188,PRT-187187187187187,409,20-21,Part-time Employed,Level 1,School/College,Completed,2024-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
189,PRT-188188188188188,908,16-17,Part-time Employed,No Qualifications,Partner Organisation,In Progress,2024-07-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
190,PRT-189189189189189,549,18-19,Unemployed,Level 2,School/College,Completed,2024-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
191,PRT-190190190190190,753,22-24,Part-time Employed,Level 1,Partner Organisation,Completed,2023-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
192,PRT-191191191191191,629,18-19,Unemployed,No Qualifications,Self-Referral,In Progress,2024-10-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
193,PRT-192192192192192,451,18-19,Unemployed,No Qualifications,Partner Organisation,Completed,2024-10-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
194,PRT-193193193193193,655,25+,Economically Inactive,Level 3+,Partner Organisation,In Progress,2023-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
195,PRT-194194194194194,10,22-24,Unemployed,Entry Level,Job Centre,In Progress,2025-10-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
196,PRT-195195195195195,846,20-21,Unemployed,No Qualifications,Job Centre,Early Leaver,2024-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
197,PRT-196196196196196,661,20-21,Unemployed,Level 3+,Self-Referral,In Progress,2023-01-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
198,PRT-197197197197197,496,18-19,Student,No Qualifications,School/College,Early Leaver,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
199,PRT-198198198198198,1187,25+,Unemployed,Level 1,Job Centre,Transferred,2023-12-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
200,PRT-199199199199199,101,16-17,Economically Inactive,Level 3+,Local Authority,Completed,2023-09-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
201,PRT-200200200200200,563,22-24,Unemployed,No Qualifications,Job Centre,Early Leaver,2024-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
202,PRT-201201201201201,976,16-17,Economically Inactive,No Qualifications,Job Centre,In Progress,2024-09-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
203,PRT-202202202202202,344,16-17,Unemployed,Level 3+,Other,Completed,2023-09-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
204,PRT-203203203203203,696,16-17,Unemployed,Level 1,Job Centre,Completed,2024-06-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
205,PRT-204204204204204,757,20-21,Unemployed,No Qualifications,Partner Organisation,Completed,2023-09-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
206,PRT-205205205205205,944,20-21,Unemployed,Level 1,Self-Referral,Completed,2024-07-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
207,PRT-206206206206206,324,16-17,Unemployed,Entry Level,Self-Referral,Completed,2024-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
208,PRT-207207207207207,531,16-17,Unemployed,Level 1,Self-Referral,Completed,2025-10-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
209,PRT-208208208208208,614,16-17,Unemployed,Level 2,Self-Referral,Early Leaver,2024-10-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
210,PRT-209209209209209,1166,22-24,Unemployed,Level 1,School/College,Completed,2024-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
211,PRT-210210210210210,784,18-19,Unemployed,Entry Level,Self-Referral,Completed,2023-07-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
212,PRT-211211211211211,665,18-19,Economically Inactive,Level 2,Self-Referral,In Progress,2024-07-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
213,PRT-212212212212212,330,22-24,Unemployed,Level 3+,Self-Referral,Completed,2024-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
214,PRT-213213213213213,1098,18-19,Part-time Employed,Level 3+,Job Centre,In Progress,2025-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
215,PRT-214214214214214,506,16-17,Economically Inactive,Level 2,Other,Completed,2024-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
216,PRT-215215215215215,896,18-19,Unemployed,Entry Level,Self-Referral,Completed,2024-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
217,PRT-216216216216216,646,20-21,Economically Inactive,Level 1,Job Centre,Early Leaver,2023-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
218,PRT-217217217217217,863,22-24,Economically Inactive,No Qualifications,Job Centre,Completed,2024-04-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
219,PRT-218218218218218,947,16-17,Unemployed,Level 2,Self-Referral,Early Leaver,2024-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
220,PRT-219219219219219,237,25+,Unemployed,No Qualifications,Partner Organisation,Completed,2023-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
221,PRT-220220220220220,61,20-21,Unemployed,Level 1,Local Authority,In Progress,2023-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
222,PRT-221221221221221,491,20-21,Unemployed,No Qualifications,Job Centre,In Progress,2023-06-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
223,PRT-222222222222222,88,16-17,Unemployed,Level 3+,School/College,Completed,2023-12-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
224,PRT-223223223223223,52,18-19,Economically Inactive,No Qualifications,Local Authority,Completed,2025-09-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
225,PRT-224224224224224,386,16-17,Unemployed,Level 2,Self-Referral,In Progress,2022-12-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
226,PRT-225225225225225,318,16-17,Unemployed,No Qualifications,Job Centre,In Progress,2023-12-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
227,PRT-226226226226226,1190,22-24,Unemployed,Level 1,Other,Completed,2024-12-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
228,PRT-227227227227227,408,22-24,Economically Inactive,Level 3+,Self-Referral,Completed,2025-01-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
229,PRT-228228228228228,405,20-21,Unemployed,Level 3+,Partner Organisation,Completed,2023-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
230,PRT-229229229229229,671,22-24,Unemployed,Level 3+,Self-Referral,In Progress,2023-01-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
231,PRT-230230230230230,715,18-19,Unemployed,Entry Level,Job Centre,In Progress,2024-01-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
232,PRT-231231231231231,465,20-21,Part-time Employed,No Qualifications,Self-Referral,Early Leaver,2025-10-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
233,PRT-232232232232232,1113,20-21,Economically Inactive,Entry Level,Job Centre,In Progress,2024-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
234,PRT-233233233233233,861,25+,Student,Entry Level,Local Authority,Completed,2025-04-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
235,PRT-234234234234234,365,16-17,Part-time Employed,Entry Level,Self-Referral,Early Leaver,2025-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
236,PRT-235235235235235,702,20-21,Unemployed,Level 2,Partner Organisation,In Progress,2023-04-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
237,PRT-236236236236236,940,20-21,Unemployed,Level 3+,Local Authority,Early Leaver,2025-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
238,PRT-237237237237237,580,16-17,Unemployed,No Qualifications,Partner Organisation,Completed,2024-01-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
239,PRT-238238238238238,1009,20-21,Student,Level 3+,Self-Referral,Completed,2024-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
240,PRT-239239239239239,469,20-21,Student,Entry Level,Self-Referral,Completed,2023-10-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
241,PRT-240240240240240,779,25+,Unemployed,Entry Level,Local Authority,Early Leaver,2023-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
242,PRT-241241241241241,221,20-21,Unemployed,Level 1,Job Centre,In Progress,2025-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
